Data Source Name,File Name,File Path,File Type,Step Name,DD Name,DISP,Program Name,Logical Name,Copybook Record Name,Copybook File Path,Access Type,System Program,Data Source Type
AWS.CCDA.CUSTDATA.CLUSTER,DEFCUST.jcl,demo/jcl/DEFCUST.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,Dataset
AWS.CUSTDATA.CLUSTER,DEFCUST.jcl,demo/jcl/DEFCUST.jcl,JCL,STEP05,,,IDCAMS,,,,CREATE,Yes,VSAM KSDS
AWS.CUSTDATA.CLUSTER.DATA,DEFCUST.jcl,demo/jcl/DEFCUST.jcl,JCL,STEP05,,,IDCAMS,,,,CREATE,Yes,Dataset
AWS.CUSTDATA.CLUSTER.INDEX,DEFCUST.jcl,demo/jcl/DEFCUST.jcl,JCL,STEP05,,,IDCAMS,,,,CREATE,Yes,Dataset
AWS.M2.CARDDEMO.ACCTDATA.ARRYPS,CBACT01C.cbl,demo/cbl/CBACT01C.cbl,COBOL,,ARRYFILE,,,ARRY-FILE,,,WRITE,,Dataset
AWS.M2.CARDDEMO.ACCTDATA.ARRYPS,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,PREDEL,DD02,"MOD,DELETE,DELETE",IEFBR14,,,,DELETE,Yes,Dataset
AWS.M2.CARDDEMO.ACCTDATA.ARRYPS,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,STEP05,ARRYFILE,"NEW,CATLG,DELETE",CBACT01C,,,,,No,Dataset
AWS.M2.CARDDEMO.ACCTDATA.IMPORT,CBIMPORT.cbl,demo/cbl/CBIMPORT.cbl,COBOL,,ACCTOUT,,,ACCOUNT-OUTPUT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,WRITE,,Dataset
AWS.M2.CARDDEMO.ACCTDATA.IMPORT,CBIMPORT.jcl,demo/jcl/CBIMPORT.jcl,JCL,STEP01,ACCTOUT,"NEW,CATLG,DELETE",CBIMPORT,,,,,No,Dataset
AWS.M2.CARDDEMO.ACCTDATA.PS,ACCTFILE.jcl,demo/jcl/ACCTFILE.jcl,JCL,STEP15,ACCTDATA,SHR,IDCAMS,,,,READ,Yes,Non VSAM
AWS.M2.CARDDEMO.ACCTDATA.PSCOMP,CBACT01C.cbl,demo/cbl/CBACT01C.cbl,COBOL,,OUTFILE,,,OUT-FILE,,,WRITE,,Dataset
AWS.M2.CARDDEMO.ACCTDATA.PSCOMP,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,PREDEL,DD01,"MOD,DELETE,DELETE",IEFBR14,,,,DELETE,Yes,Dataset
AWS.M2.CARDDEMO.ACCTDATA.PSCOMP,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,STEP05,OUTFILE,"NEW,CATLG,DELETE",CBACT01C,,,,,No,Dataset
AWS.M2.CARDDEMO.ACCTDATA.VBPS,CBACT01C.cbl,demo/cbl/CBACT01C.cbl,COBOL,,VBRCFILE,,,VBRC-FILE,,,WRITE,,Dataset
AWS.M2.CARDDEMO.ACCTDATA.VBPS,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,PREDEL,DD03,"MOD,DELETE,DELETE",IEFBR14,,,,DELETE,Yes,Dataset
AWS.M2.CARDDEMO.ACCTDATA.VBPS,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,STEP05,VBRCFILE,"NEW,CATLG,DELETE",CBACT01C,,,,,No,Dataset
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,ACCTFILE.jcl,demo/jcl/ACCTFILE.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,ACCTFILE.jcl,demo/jcl/ACCTFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,ACCTFILE.jcl,demo/jcl/ACCTFILE.jcl,JCL,STEP15,ACCTVSAM,SHR,IDCAMS,,,,WRITE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CBACT01C.cbl,demo/cbl/CBACT01C.cbl,COBOL,,ACCTFILE,,,ACCTFILE-FILE,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CBACT04C.cbl,demo/cbl/CBACT04C.cbl,COBOL,,ACCTFILE,,,ACCOUNT-FILE,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ; UPDATE; WRITE,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CBEXPORT.cbl,demo/cbl/CBEXPORT.cbl,COBOL,,ACCTFILE,,,ACCOUNT-INPUT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CBEXPORT.jcl,demo/jcl/CBEXPORT.jcl,JCL,STEP02,ACCTFILE,SHR,CBEXPORT,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CBSTM03B.cbl,demo/cbl/CBSTM03B.CBL,COBOL,,ACCTFILE,,,ACCT-FILE,,,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CBTRN02C.cbl,demo/cbl/CBTRN02C.cbl,COBOL,,ACCTFILE,,,ACCOUNT-FILE,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ; UPDATE; WRITE,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,COACCT01.cbl,demo/app-vsam-mq/cbl/COACCT01.cbl,COBOL,,,,,ACCTDAT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,COACTUPC.cbl,demo/cbl/COACTUPC.cbl,COBOL,,,,,ACCTDAT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ; UPDATE; WRITE,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,COACTVWC.cbl,demo/cbl/COACTVWC.cbl,COBOL,,,,,ACCTDAT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,COBIL00C.cbl,demo/cbl/COBIL00C.cbl,COBOL,,,,,ACCTDAT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ; UPDATE; WRITE,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,COPAUA0C.cbl,demo/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,COBOL,,,,,ACCTDAT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,COPAUS0C.cbl,demo/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,COBOL,,,,,ACCTDAT,ACCOUNT-RECORD,demo/cpy/CVACT01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,CREASTMT.JCL,demo/jcl/CREASTMT.JCL,JCL,STEP040,ACCTFILE,SHR,CBSTM03B,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,INTCALC.jcl,demo/jcl/INTCALC.jcl,JCL,STEP15,ACCTFILE,SHR,CBACT04C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,POSTTRAN.jcl,demo/jcl/POSTTRAN.jcl,JCL,STEP15,ACCTFILE,SHR,CBTRN02C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS,READACCT.jcl,demo/jcl/READACCT.jcl,JCL,STEP05,ACCTFILE,SHR,CBACT01C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS.DATA,ACCTFILE.jcl,demo/jcl/ACCTFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM DATA
AWS.M2.CARDDEMO.ACCTDATA.VSAM.KSDS.INDEX,ACCTFILE.jcl,demo/jcl/ACCTFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM INDEX
AWS.M2.CARDDEMO.CARDDATA.PS,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP15,CARDDATA,SHR,IDCAMS,,,,READ,Yes,Non VSAM
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP40,,,IDCAMS,,,,CREATE,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP50,,,IDCAMS,,,,READ,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP60,,,IDCAMS,,,,WRITE,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX.DATA,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP40,,,IDCAMS,,,,CREATE,Yes,VSAM DATA
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX.INDEX,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP40,,,IDCAMS,,,,CREATE,Yes,VSAM INDEX
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX.PATH,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP50,,,IDCAMS,,,,CREATE,Yes,VSAM PATH
AWS.M2.CARDDEMO.CARDDATA.VSAM.AIX.PATH,COCRDSLC.cbl,demo/cbl/COCRDSLC.cbl,COBOL,,,,,CARDAIX,CARD-RECORD,demo/cpy/CVACT02Y.cpy,READ,,VSAM PATH
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP15,CARDVSAM,SHR,IDCAMS,,,,WRITE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP40,,,IDCAMS,,,,READ,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP60,,,IDCAMS,,,,READ,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CBACT02C.cbl,demo/cbl/CBACT02C.cbl,COBOL,,CARDFILE,,,CARDFILE-FILE,CARD-RECORD,demo/cpy/CVACT02Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CBEXPORT.cbl,demo/cbl/CBEXPORT.cbl,COBOL,,CARDFILE,,,CARD-INPUT,CARD-RECORD,demo/cpy/CVACT02Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,CBEXPORT.jcl,demo/jcl/CBEXPORT.jcl,JCL,STEP02,CARDFILE,SHR,CBEXPORT,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,COCRDLIC.cbl,demo/cbl/COCRDLIC.cbl,COBOL,,,,,CARDDAT,CARD-RECORD,demo/cpy/CVACT02Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,COCRDSLC.cbl,demo/cbl/COCRDSLC.cbl,COBOL,,,,,CARDDAT,CARD-RECORD,demo/cpy/CVACT02Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,COCRDUPC.cbl,demo/cbl/COCRDUPC.cbl,COBOL,,,,,CARDDAT,CARD-RECORD,demo/cpy/CVACT02Y.cpy,READ; UPDATE; WRITE,,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS,READCARD.jcl,demo/jcl/READCARD.jcl,JCL,STEP05,CARDFILE,SHR,CBACT02C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS.DATA,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM DATA
AWS.M2.CARDDEMO.CARDDATA.VSAM.KSDS.INDEX,CARDFILE.jcl,demo/jcl/CARDFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM INDEX
AWS.M2.CARDDEMO.CARDXREF.IMPORT,CBIMPORT.cbl,demo/cbl/CBIMPORT.cbl,COBOL,,XREFOUT,,,XREF-OUTPUT,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,WRITE,,Dataset
AWS.M2.CARDDEMO.CARDXREF.IMPORT,CBIMPORT.jcl,demo/jcl/CBIMPORT.jcl,JCL,STEP01,XREFOUT,"NEW,CATLG,DELETE",CBIMPORT,,,,,No,Dataset
AWS.M2.CARDDEMO.CARDXREF.PS,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP15,XREFDATA,SHR,IDCAMS,,,,READ,Yes,Non VSAM
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP20,,,IDCAMS,,,,CREATE,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP25,,,IDCAMS,,,,READ,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP30,,,IDCAMS,,,,WRITE,Yes,VSAM AIX
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.DATA,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP20,,,IDCAMS,,,,CREATE,Yes,VSAM DATA
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.INDEX,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP20,,,IDCAMS,,,,CREATE,Yes,VSAM INDEX
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,CBACT04C.cbl,demo/cbl/CBACT04C.cbl,COBOL,,XREFFIL1,,,,,,,,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,COACTUPC.cbl,demo/cbl/COACTUPC.cbl,COBOL,,,,,CXACAIX,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,COACTVWC.cbl,demo/cbl/COACTVWC.cbl,COBOL,,,,,CXACAIX,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,COBIL00C.cbl,demo/cbl/COBIL00C.cbl,COBOL,,,,,CXACAIX,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,COPAUS0C.cbl,demo/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,COBOL,,,,,CXACAIX,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,COTRN02C.cbl,demo/cbl/COTRN02C.cbl,COBOL,,,,,CXACAIX,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,INTCALC.jcl,demo/jcl/INTCALC.jcl,JCL,STEP15,XREFFIL1,SHR,CBACT04C,,,,,No,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.AIX.PATH,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP25,,,IDCAMS,,,,CREATE,Yes,VSAM PATH
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBACT03C.cbl,demo/cbl/CBACT03C.cbl,COBOL,,XREFFILE,,,XREFFILE-FILE,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBACT04C.cbl,demo/cbl/CBACT04C.cbl,COBOL,,XREFFILE,,,XREF-FILE,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBEXPORT.cbl,demo/cbl/CBEXPORT.cbl,COBOL,,XREFFILE,,,XREF-INPUT,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBEXPORT.jcl,demo/jcl/CBEXPORT.jcl,JCL,STEP02,XREFFILE,SHR,CBEXPORT,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBSTM03B.cbl,demo/cbl/CBSTM03B.CBL,COBOL,,XREFFILE,,,XREF-FILE,,,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBTRN02C.cbl,demo/cbl/CBTRN02C.cbl,COBOL,,XREFFILE,,,XREF-FILE,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CBTRN03C.cbl,demo/cbl/CBTRN03C.cbl,COBOL,,CARDXREF,,,XREF-FILE,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,COPAUA0C.cbl,demo/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,COBOL,,,,,CCXREF,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,COTRN02C.cbl,demo/cbl/COTRN02C.cbl,COBOL,,,,,CCXREF,CARD-XREF-RECORD,demo/cpy/CVACT03Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,CREASTMT.JCL,demo/jcl/CREASTMT.JCL,JCL,STEP040,XREFFILE,SHR,CBSTM03B,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,INTCALC.jcl,demo/jcl/INTCALC.jcl,JCL,STEP15,XREFFILE,SHR,CBACT04C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,POSTTRAN.jcl,demo/jcl/POSTTRAN.jcl,JCL,STEP15,XREFFILE,SHR,CBTRN02C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,READXREF.jcl,demo/jcl/READXREF.jcl,JCL,STEP05,XREFFILE,SHR,CBACT03C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,TRANREPT.jcl,demo/jcl/TRANREPT.jcl,JCL,STEP10R,CARDXREF,SHR,CBTRN03C,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP15,XREFVSAM,SHR,IDCAMS,,,,WRITE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP20,,,IDCAMS,,,,READ,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP30,,,IDCAMS,,,,READ,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS.DATA,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM DATA
AWS.M2.CARDDEMO.CARDXREF.VSAM.KSDS.INDEX,XREFFILE.jcl,demo/jcl/XREFFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM INDEX
AWS.M2.CARDDEMO.CNTL(DB2CREAT),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,CRCRDDB,,SHR,IKJEFT01/DSNTIAD,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(DB2FREE),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,FREEPLN,SYSTSIN,SHR,IKJEFT01/DSN,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(DB2LTCAT),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,LDTCCAT,,SHR,IKJEFT01/DSNTEP4,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(DB2LTTYP),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,RUNTEP2,,SHR,IKJEFT01/DSNTEP4,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(DB2TEP41),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,RUNTEP2,SYSTSIN,SHR,IKJEFT01/DSNTEP4,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(DB2TEP41),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,LDTCCAT,SYSTSIN,SHR,IKJEFT01/DSNTEP4,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(DB2TIAD1),CREADB21.jcl,demo/app-transaction-type-db2/jcl/CREADB21.jcl,JCL,CRCRDDB,SYSTSIN,SHR,IKJEFT01/DSNTIAD,,,,,No,Non VSAM
AWS.M2.CARDDEMO.CNTL(REPROCT),PRTCATBL.jcl,demo/jcl/PRTCATBL.jcl,JCL,STEP05R.PRC001,,SHR,IDCAMS,,,,,Yes,Non VSAM
AWS.M2.CARDDEMO.CNTL(REPROCT),TRANBKP.jcl,demo/jcl/TRANBKP.jcl,JCL,STEP05R.PRC001,,SHR,IDCAMS,,,,,Yes,Non VSAM
AWS.M2.CARDDEMO.CNTL(REPROCT),TRANREPT.jcl,demo/jcl/TRANREPT.jcl,JCL,STEP05R.PRC001,,SHR,IDCAMS,,,,,Yes,Non VSAM
AWS.M2.CARDDEMO.CUSTDATA.IMPORT,CBIMPORT.cbl,demo/cbl/CBIMPORT.cbl,COBOL,,CUSTOUT,,,CUSTOMER-OUTPUT,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,WRITE,,Dataset
AWS.M2.CARDDEMO.CUSTDATA.IMPORT,CBIMPORT.jcl,demo/jcl/CBIMPORT.jcl,JCL,STEP01,CUSTOUT,"NEW,CATLG,DELETE",CBIMPORT,,,,,No,Dataset
AWS.M2.CARDDEMO.CUSTDATA.PS,CUSTFILE.jcl,demo/jcl/CUSTFILE.jcl,JCL,STEP15,CUSTDATA,SHR,IDCAMS,,,,READ,Yes,Non VSAM
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CBCUS01C.cbl,demo/cbl/CBCUS01C.cbl,COBOL,,CUSTFILE,,,CUSTFILE-FILE,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CBEXPORT.cbl,demo/cbl/CBEXPORT.cbl,COBOL,,CUSTFILE,,,CUSTOMER-INPUT,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CBEXPORT.jcl,demo/jcl/CBEXPORT.jcl,JCL,STEP02,CUSTFILE,SHR,CBEXPORT,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CBSTM03B.cbl,demo/cbl/CBSTM03B.CBL,COBOL,,CUSTFILE,,,CUST-FILE,,,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,COACTUPC.cbl,demo/cbl/COACTUPC.cbl,COBOL,,,,,CUSTDAT,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,READ; UPDATE; WRITE,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,COACTVWC.cbl,demo/cbl/COACTVWC.cbl,COBOL,,,,,CUSTDAT,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,COPAUA0C.cbl,demo/app-authorization-ims-db2-mq/cbl/COPAUA0C.cbl,COBOL,,,,,CUSTDAT,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,COPAUS0C.cbl,demo/app-authorization-ims-db2-mq/cbl/COPAUS0C.cbl,COBOL,,,,,CUSTDAT,CUSTOMER-RECORD,demo/cpy/CVCUS01Y.cpy,READ,,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CREASTMT.JCL,demo/jcl/CREASTMT.JCL,JCL,STEP040,CUSTFILE,SHR,CBSTM03B,,,,,No,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CUSTFILE.jcl,demo/jcl/CUSTFILE.jcl,JCL,STEP05,,,IDCAMS,,,,DELETE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CUSTFILE.jcl,demo/jcl/CUSTFILE.jcl,JCL,STEP10,,,IDCAMS,,,,CREATE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,CUSTFILE.jcl,demo/jcl/CUSTFILE.jcl,JCL,STEP15,CUSTVSAM,SHR,IDCAMS,,,,WRITE,Yes,VSAM KSDS
AWS.M2.CARDDEMO.CUSTDATA.VSAM.KSDS,READCUST.jcl,demo/jcl/READCUST.jcl,JCL,STEP05,CUSTFILE,SHR,CBCUS01C,,,,,No,VSAM KSDS
