data_source_name,field_name,field_type,mainframe_data_type,generic_data_type,level,data_length,business_definition,logical_group,display_format,display_length,decimal_positions,signed_indicator,usage_clause,occurs_min,occurs_max,occurs_depending,redefines_field,root_record,field_position,synchronized,justified,blank_when_zero,value_clause,condition_values,condition_ranges,is_inline
COTRN00,TITLE01A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for title 01 field (REDEFINES TITLE01F),FILLER-4,X,1,0,NO,DISPLAY,,,,,COTRN0AI,26,NO,,NO,,,,NO
COTRN00,FILLER-5,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,27,NO,,NO,,,,NO
COTRN00,TITLE01I,FIELD,X(40),ALPHANUMERIC,2,40,Title 01 display value (40 characters),COTRN0AI,X(40),40,0,NO,DISPLAY,,,,,COTRN0AI,31,NO,,NO,,,,NO
COTRN00,CURDATEL,FIELD,S9(4) COMP,BINARY,2,2,Length of current date field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,71,NO,,NO,,,,NO
COTRN00,CURDATEF,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for current date field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,73,NO,,NO,,,,NO
COTRN00,FILLER-6,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,CURDATEF,COTRN0AI,73,NO,,NO,,,,NO
COTRN00,CURDATEA,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for current date field (REDEFINES CURDATEF),FILLER-6,X,1,0,NO,DISPLAY,,,,,COTRN0AI,73,NO,,NO,,,,NO
COTRN00,FILLER-7,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,74,NO,,NO,,,,NO
COTRN00,CURDATEI,FIELD,X(8),ALPHANUMERIC,2,8,Current date input value (8 characters),COTRN0AI,X(8),8,0,NO,DISPLAY,,,,,COTRN0AI,78,NO,,NO,,,,NO
COTRN00,PGMNAMEL,FIELD,S9(4) COMP,BINARY,2,2,Length of program name field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,86,NO,,NO,,,,NO
COTRN00,PGMNAMEF,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for program name field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,88,NO,,NO,,,,NO
COTRN00,FILLER-8,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,PGMNAMEF,COTRN0AI,88,NO,,NO,,,,NO
COTRN00,PGMNAMEA,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for program name field (REDEFINES PGMNAMEF),FILLER-8,X,1,0,NO,DISPLAY,,,,,COTRN0AI,88,NO,,NO,,,,NO
COTRN00,FILLER-9,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,89,NO,,NO,,,,NO
COTRN00,PGMNAMEI,FIELD,X(8),ALPHANUMERIC,2,8,Program name input value (8 characters),COTRN0AI,X(8),8,0,NO,DISPLAY,,,,,COTRN0AI,93,NO,,NO,,,,NO
COTRN00,TITLE02L,FIELD,S9(4) COMP,BINARY,2,2,Length of title 02 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,101,NO,,NO,,,,NO
COTRN00,TITLE02F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for title 02 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,103,NO,,NO,,,,NO
COTRN00,FILLER-10,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TITLE02F,COTRN0AI,103,NO,,NO,,,,NO
COTRN00,TITLE02A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for title 02 field (REDEFINES TITLE02F),FILLER-10,X,1,0,NO,DISPLAY,,,,,COTRN0AI,103,NO,,NO,,,,NO
COTRN00,FILLER-11,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,104,NO,,NO,,,,NO
COTRN00,TITLE02I,FIELD,X(40),ALPHANUMERIC,2,40,Title 02 display value (40 characters),COTRN0AI,X(40),40,0,NO,DISPLAY,,,,,COTRN0AI,108,NO,,NO,,,,NO
COTRN00,CURTIMEL,FIELD,S9(4) COMP,BINARY,2,2,Length of current time field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,148,NO,,NO,,,,NO
COTRN00,CURTIMEF,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for current time field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,150,NO,,NO,,,,NO
COTRN00,FILLER-12,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,CURTIMEF,COTRN0AI,150,NO,,NO,,,,NO
COTRN00,CURTIMEA,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for current time field (REDEFINES CURTIMEF),FILLER-12,X,1,0,NO,DISPLAY,,,,,COTRN0AI,150,NO,,NO,,,,NO
COTRN00,FILLER-13,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,151,NO,,NO,,,,NO
COTRN00,CURTIMEI,FIELD,X(8),ALPHANUMERIC,2,8,Current time input value (8 characters),COTRN0AI,X(8),8,0,NO,DISPLAY,,,,,COTRN0AI,155,NO,,NO,,,,NO
COTRN00,PAGENUML,FIELD,S9(4) COMP,BINARY,2,2,Length of page number field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,163,NO,,NO,,,,NO
COTRN00,PAGENUMF,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for page number field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,165,NO,,NO,,,,NO
COTRN00,FILLER-14,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,PAGENUMF,COTRN0AI,165,NO,,NO,,,,NO
COTRN00,PAGENUMA,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for page number field (REDEFINES PAGENUMF),FILLER-14,X,1,0,NO,DISPLAY,,,,,COTRN0AI,165,NO,,NO,,,,NO
COTRN00,FILLER-15,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,166,NO,,NO,,,,NO
COTRN00,PAGENUMI,FIELD,X(8),ALPHANUMERIC,2,8,Page number input value (8 characters),COTRN0AI,X(8),8,0,NO,DISPLAY,,,,,COTRN0AI,170,NO,,NO,,,,NO
COTRN00,TRNIDINL,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction ID input field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,178,NO,,NO,,,,NO
COTRN00,TRNIDINF,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction ID input field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,180,NO,,NO,,,,NO
COTRN00,FILLER-16,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TRNIDINF,COTRN0AI,180,NO,,NO,,,,NO
COTRN00,TRNIDINA,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction ID input field (REDEFINES TRNIDINF),FILLER-16,X,1,0,NO,DISPLAY,,,,,COTRN0AI,180,NO,,NO,,,,NO
COTRN00,FILLER-17,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,181,NO,,NO,,,,NO
COTRN00,TRNIDINI,FIELD,X(16),ALPHANUMERIC,2,16,Transaction ID input value (16 characters),COTRN0AI,X(16),16,0,NO,DISPLAY,,,,,COTRN0AI,185,NO,,NO,,,,NO
COTRN00,SEL0001L,FIELD,S9(4) COMP,BINARY,2,2,Length of selection indicator 01 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,201,NO,,NO,,,,NO
COTRN00,SEL0001F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for selection indicator 01 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,203,NO,,NO,,,,NO
COTRN00,FILLER-18,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,SEL0001F,COTRN0AI,203,NO,,NO,,,,NO
COTRN00,SEL0001A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for selection indicator 01 field (REDEFINES SEL0001F),FILLER-18,X,1,0,NO,DISPLAY,,,,,COTRN0AI,203,NO,,NO,,,,NO
COTRN00,FILLER-19,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,204,NO,,NO,,,,NO
COTRN00,SEL0001I,FIELD,X(1),ALPHANUMERIC,2,1,Selection indicator 01 value (1 character),COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,208,NO,,NO,,,,NO
COTRN00,TRNID01L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction ID 01 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,209,NO,,NO,,,,NO
COTRN00,TRNID01F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction ID 01 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,211,NO,,NO,,,,NO
COTRN00,FILLER-20,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TRNID01F,COTRN0AI,211,NO,,NO,,,,NO
COTRN00,TRNID01A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction ID 01 field (REDEFINES TRNID01F),FILLER-20,X,1,0,NO,DISPLAY,,,,,COTRN0AI,211,NO,,NO,,,,NO
COTRN00,FILLER-21,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,212,NO,,NO,,,,NO
COTRN00,TRNID01I,FIELD,X(16),ALPHANUMERIC,2,16,Transaction ID 01 display value (16 characters),COTRN0AI,X(16),16,0,NO,DISPLAY,,,,,COTRN0AI,216,NO,,NO,,,,NO
COTRN00,TDATE01L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction date 01 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,232,NO,,NO,,,,NO
COTRN00,TDATE01F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction date 01 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,234,NO,,NO,,,,NO
COTRN00,FILLER-22,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TDATE01F,COTRN0AI,234,NO,,NO,,,,NO
COTRN00,TDATE01A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction date 01 field (REDEFINES TDATE01F),FILLER-22,X,1,0,NO,DISPLAY,,,,,COTRN0AI,234,NO,,NO,,,,NO
COTRN00,FILLER-23,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,235,NO,,NO,,,,NO
COTRN00,TDATE01I,FIELD,X(8),ALPHANUMERIC,2,8,Transaction date 01 display value (8 characters),COTRN0AI,X(8),8,0,NO,DISPLAY,,,,,COTRN0AI,239,NO,,NO,,,,NO
COTRN00,TDESC01L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction description 01 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,247,NO,,NO,,,,NO
COTRN00,TDESC01F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction description 01 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,249,NO,,NO,,,,NO
COTRN00,FILLER-24,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TDESC01F,COTRN0AI,249,NO,,NO,,,,NO
COTRN00,TDESC01A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction description 01 field (REDEFINES TDESC01F),FILLER-24,X,1,0,NO,DISPLAY,,,,,COTRN0AI,249,NO,,NO,,,,NO
COTRN00,FILLER-25,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,250,NO,,NO,,,,NO
COTRN00,TDESC01I,FIELD,X(26),ALPHANUMERIC,2,26,Transaction description 01 display value (26 characters),COTRN0AI,X(26),26,0,NO,DISPLAY,,,,,COTRN0AI,254,NO,,NO,,,,NO
COTRN00,TAMT001L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction amount 01 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,280,NO,,NO,,,,NO
COTRN00,TAMT001F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction amount 01 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,282,NO,,NO,,,,NO
COTRN00,FILLER-26,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TAMT001F,COTRN0AI,282,NO,,NO,,,,NO
COTRN00,TAMT001A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction amount 01 field (REDEFINES TAMT001F),FILLER-26,X,1,0,NO,DISPLAY,,,,,COTRN0AI,282,NO,,NO,,,,NO
COTRN00,FILLER-27,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,283,NO,,NO,,,,NO
COTRN00,TAMT001I,FIELD,X(12),ALPHANUMERIC,2,12,Transaction amount 01 display value (12 characters),COTRN0AI,X(12),12,0,NO,DISPLAY,,,,,COTRN0AI,287,NO,,NO,,,,NO
COTRN00,SEL0002L,FIELD,S9(4) COMP,BINARY,2,2,Length of selection indicator 02 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,299,NO,,NO,,,,NO
COTRN00,SEL0002F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for selection indicator 02 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,301,NO,,NO,,,,NO
COTRN00,FILLER-28,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,SEL0002F,COTRN0AI,301,NO,,NO,,,,NO
COTRN00,SEL0002A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for selection indicator 02 field (REDEFINES SEL0002F),FILLER-28,X,1,0,NO,DISPLAY,,,,,COTRN0AI,301,NO,,NO,,,,NO
COTRN00,FILLER-29,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,302,NO,,NO,,,,NO
COTRN00,SEL0002I,FIELD,X(1),ALPHANUMERIC,2,1,Selection indicator 02 value (1 character),COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,306,NO,,NO,,,,NO
COTRN00,TRNID02L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction ID 02 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,307,NO,,NO,,,,NO
COTRN00,TRNID02F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction ID 02 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,309,NO,,NO,,,,NO
COTRN00,FILLER-30,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TRNID02F,COTRN0AI,309,NO,,NO,,,,NO
COTRN00,TRNID02A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction ID 02 field (REDEFINES TRNID02F),FILLER-30,X,1,0,NO,DISPLAY,,,,,COTRN0AI,309,NO,,NO,,,,NO
COTRN00,FILLER-31,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,310,NO,,NO,,,,NO
COTRN00,TRNID02I,FIELD,X(16),ALPHANUMERIC,2,16,Transaction ID 02 display value (16 characters),COTRN0AI,X(16),16,0,NO,DISPLAY,,,,,COTRN0AI,314,NO,,NO,,,,NO
COTRN00,TDATE02L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction date 02 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,330,NO,,NO,,,,NO
COTRN00,TDATE02F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction date 02 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,332,NO,,NO,,,,NO
COTRN00,FILLER-32,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TDATE02F,COTRN0AI,332,NO,,NO,,,,NO
COTRN00,TDATE02A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction date 02 field (REDEFINES TDATE02F),FILLER-32,X,1,0,NO,DISPLAY,,,,,COTRN0AI,332,NO,,NO,,,,NO
COTRN00,FILLER-33,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,333,NO,,NO,,,,NO
COTRN00,TDATE02I,FIELD,X(8),ALPHANUMERIC,2,8,Transaction date 02 display value (8 characters),COTRN0AI,X(8),8,0,NO,DISPLAY,,,,,COTRN0AI,337,NO,,NO,,,,NO
COTRN00,TDESC02L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction description 02 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,345,NO,,NO,,,,NO
COTRN00,TDESC02F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction description 02 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,347,NO,,NO,,,,NO
COTRN00,FILLER-34,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TDESC02F,COTRN0AI,347,NO,,NO,,,,NO
COTRN00,TDESC02A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction description 02 field (REDEFINES TDESC02F),FILLER-34,X,1,0,NO,DISPLAY,,,,,COTRN0AI,347,NO,,NO,,,,NO
COTRN00,FILLER-35,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,348,NO,,NO,,,,NO
COTRN00,TDESC02I,FIELD,X(26),ALPHANUMERIC,2,26,Transaction description 02 display value (26 characters),COTRN0AI,X(26),26,0,NO,DISPLAY,,,,,COTRN0AI,352,NO,,NO,,,,NO
COTRN00,TAMT002L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction amount 02 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,378,NO,,NO,,,,NO
COTRN00,TAMT002F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction amount 02 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,380,NO,,NO,,,,NO
COTRN00,FILLER-36,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TAMT002F,COTRN0AI,380,NO,,NO,,,,NO
COTRN00,TAMT002A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction amount 02 field (REDEFINES TAMT002F),FILLER-36,X,1,0,NO,DISPLAY,,,,,COTRN0AI,380,NO,,NO,,,,NO
COTRN00,FILLER-37,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,381,NO,,NO,,,,NO
COTRN00,TAMT002I,FIELD,X(12),ALPHANUMERIC,2,12,Transaction amount 02 display value (12 characters),COTRN0AI,X(12),12,0,NO,DISPLAY,,,,,COTRN0AI,385,NO,,NO,,,,NO
COTRN00,SEL0003L,FIELD,S9(4) COMP,BINARY,2,2,Length of selection indicator 03 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,397,NO,,NO,,,,NO
COTRN00,SEL0003F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for selection indicator 03 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,399,NO,,NO,,,,NO
COTRN00,FILLER-38,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,SEL0003F,COTRN0AI,399,NO,,NO,,,,NO
COTRN00,SEL0003A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for selection indicator 03 field (REDEFINES SEL0003F),FILLER-38,X,1,0,NO,DISPLAY,,,,,COTRN0AI,399,NO,,NO,,,,NO
COTRN00,FILLER-39,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,400,NO,,NO,,,,NO
COTRN00,SEL0003I,FIELD,X(1),ALPHANUMERIC,2,1,Selection indicator 03 value (1 character),COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,404,NO,,NO,,,,NO
COTRN00,TRNID03L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction ID 03 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,405,NO,,NO,,,,NO
COTRN00,TRNID03F,FIELD,X,ALPHANUMERIC,2,1,Attribute byte for transaction ID 03 field,COTRN0AI,X,1,0,NO,DISPLAY,,,,,COTRN0AI,407,NO,,NO,,,,NO
COTRN00,FILLER-40,GROUP,N/A,GROUP,2,1,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,N/A,0,0,NO,DISPLAY,,,,TRNID03F,COTRN0AI,407,NO,,NO,,,,NO
COTRN00,TRNID03A,FIELD,X,ALPHANUMERIC,3,1,Attribute indicator for transaction ID 03 field (REDEFINES TRNID03F),FILLER-40,X,1,0,NO,DISPLAY,,,,,COTRN0AI,407,NO,,NO,,,,NO
COTRN00,FILLER-41,FIELD,X(4),ALPHANUMERIC,2,4,"Reserved placeholder field used for data structure alignment, padding, or holding constant values",COTRN0AI,X(4),4,0,NO,DISPLAY,,,,,COTRN0AI,408,NO,,NO,,,,NO
COTRN00,TRNID03I,FIELD,X(16),ALPHANUMERIC,2,16,Transaction ID 03 display value (16 characters),COTRN0AI,X(16),16,0,NO,DISPLAY,,,,,COTRN0AI,412,NO,,NO,,,,NO
COTRN00,TDATE03L,FIELD,S9(4) COMP,BINARY,2,2,Length of transaction date 03 field (USAGE COMP),COTRN0AI,'+/-9999,5,0,YES,COMP,,,,,COTRN0AI,428,NO,,NO,,,,NO
